taxonID,vernacularName,language
78423,flat okenia,English
78424,Vancouver okenia,English
78425,Angeles okenia,English
78426,Sapelo okenia,English
78433,Hopkins rose,English
78436,frost-spot corambe,Common name
78439,obscure corambe,Common name
78454,white-spot porostome,English
78458,lemon drop,English
78460,tiny black-spot doris,Common name
78474,rosy tritonia,English
78476,diamondback tritonia,English
78486,giant orange tochui,English
78496,sargassum nudibranch,English
78506,giant frond-aeolis,English
78509,frond-aeolis,English
78512,stubby frond-aeolis,English
78513,robust frond-aeolis,English
78515,red frond-aeolis,English
78516,white frond-aeolis,English
78517,multicolor frond-aeolis,English
78525,lion nudibranch,English
78534,British Columbia doto,English
78535,crown doto,English
78544,dark doto,English
78545,hammerhead doto,English
78554,miniature aeolis,English
78568,California armina,English
78569,tiger armina,English
78580,white-line dirona,English
78581,golden dirona,English
78582,painted dirona,English
78585,cockscomb nudibranch,English
78599,polyp aeolis,Common name
78604,green balloon aeolis,English
78607,painted balloon aeolis,English
78610,dwarf balloon aeolis,English
78612,Misaki balloon aeolis,English
78613,rustya aeolis,Common name
78621,orange-face cuthona,English
78622,colorful cuthona,English
78623,white-crust cuthona,English
78624,brown cuthona,English
78625,yellowish cuthona,English
78626,black-and-yellow cuthona,English
78627,lake merritt cuthona,Common name
78628,bornagain cuthona,Common name
78632,green cuthona,English
78633,corange-tip cuthona,Common name
78636,orange-tip cuthona,English
78637,red-tentacle cuthona,English
78642,rose-pink cuthona,Common name
78643,rose-pink cuthona,English
78647,salmon aeolis,Common name
78648,predaceous aeolis,English
78649,long-tail aeolis,English
78650,three-line aeolis,English
78653,purple aeolis,English
78655,pellucid aeolis,English
78658,red-finger aeolis,English
78667,blue-patch aeolis,English
78668,smooth-tooth aeolis,English
78675,fiona,English
78699,hermissenda,English
78701,Boston facelina,English
78704,scarlet-tip aeolis,English
78706,orange-blotch aeolis,English
78710,white-tentacle Japanese aeolis,English
78718,pugnaceous aeolis,English
78723,western dondice,English
78728,shag-rug aeolis,English
78736,brown burrowing aeolis,English
78739,vermillion japanese aeolis,Common name
78743,neapolitan spurilla,English
78744,frosted spurilla,Common name
78745,red-tentacle spurilla,Common name
78750,blue glaucus,English
78755,single-stalk aeolis,English
78762,northwest onchidella,English
78764,Florida onchidella,English
78767,black-velvet leatherleaf,English
78769,spotted leatherleaf,English
78771,tropical leatherleaf,Common name
78773,Florida leatherleaf,English
78774,dappled leatherleaf,English
78775,tan leatherleaf,English
78776,sloan leatherleaf,Common name
78778,caribbean leatherleaf,Common name
78781,opisthobranchs,Common name
78787,left-hand melampus,English
78789,white melampus,Common name
78791,Cuba dwarf pedipes,English
78797,angular pedipes,English
78798,miraculous pedipes,English
78799,one-groove pedipes,English
78801,egg melampus,English
78807,quíton,Portuguese
78810,oscabrions,French
78835,eastern hanleya,English
78867,multiringed chiton,English
78874,multihued chiton,English
78876,blue-spot chiton,English
78881,Caribbean red chiton,English
78901,northern red chiton,English
78933,northern white chiton,English
78949,eastern orange chiton,English
78953,Portobelo chiton,English
78958,eastern beaded chiton,English
78959,West Indian ribbed chiton,English
78979,black katy,English
78999,boreal veiled chiton,Common name
79001,red veiled chiton,English
79003,veiled chiton,English
79007,boreal veiled chiton,English
79009,eastern surf chiton,English
79015,West Indian green chiton,English
79025,gold-flecked chiton,English
79028,West Indian fuzzy chiton,English
79032,giant Pacific chiton,English
79039,striate glass-hair chiton,English
79044,slender glass-hair chiton,English
79046,smooth glass-hair chiton,Common name
79049,red glass-hair chiton,English
79054,white-barred chiton,English
79067,elongate solenogaster,English
79082,glistenworm,English
79084,glistenworm,English
79088,glistenworm,English
79089,glistenworm,English
79090,glistenworm,English
79091,glistenworm,English
79093,glistenworm,English
79094,glistenworm,English
79097,tailed glistenworm,English
79099,southern mole glistenworm,English
79100,northern mole glistenworm,English
79103,corkscrew glistenworm,English
79118,ostra,Portuguese
79125,divaricate nutclam,English
79128,smooth nutclam,English
79130,spear nutclam,English
79131,Belloti nutclam,English
79132,Atlantic nutclam,English
79134,dolphintooth nutclam,English
79138,Charlotte nutclam,English
79142,crenulate nutclam,English
79143,Aegean nutclam,English
79146,cancellate nutclam,Common name
79154,iridescent nutclam,English
79155,Greenland nutclam,English
79156,Link nutclam,English
79157,reef nutclam,English
79161,tellinoid nutclam,Common name
79162,notable nutclam,Common name
79163,skiff nutclam,Common name
79174,quadrangular malletclam,Common name
79176,berry nutclam,Common name
79183,bean malletia,English
79192,northern nutclam,English
79193,minute nutclam,English
79194,trenched nutclam,Common name
79195,pointed nutclam,English
79201,rayed nutclam,Common name
79202,tailed nutclam,English
79203,thin nutclam,English
79204,hooked nutclam,English
79205,concentric nutclam,English
79206,barbed nutclam,English
79209,rostrate nutclam,Common name
79210,san diego nutclam,Common name
79212,messanean nutclam,Common name
79213,smooth nutclam,English
79219,pacific nutclam,Common name
79220,furrowed nutclam,English
79221,sharp-point nutclam,English
79223,stout nutclam,Common name
79224,moon nutclam,Common name
79225,fine-lined nutclam,English
79226,hammer nutclam,Common name
79227,jackson nutclam,Common name
79228,Jamaica nutclam,English
79229,dwarf nutclam,English
79230,unequal nutclam,English
79232,Arctic yoldia,English
79235,lenticulate yoldia,English
79247,intermediate yoldia,English
79248,dall nutclam,Common name
79260,almond yoldia,Common name
79261,northern yoldia,English
79262,oval yoldia,English
79264,crisscrossed yoldia,Common name
79267,oblique-lined yoldia,English
79269,broad yoldia,Common name
79273,file yoldia,English
79274,short yoldia,English
79277,witness yoldia,Common name
79278,regular yoldia,Common name
79279,Cooper yoldia,English
79281,intermediate yoldia,Common name
79284,sanesia yoldia,Common name
79287,sibling yoldia,Common name
79289,frigid yoldia,English
79291,inconspicuous yoldia,English
79293,arainbow yoldia,Common name
79295,iridescent yoldia,English
79297,subangular yoldia,Common name
79299,different yoldia,English
79302,inflated yoldia,Common name
79303,lenticulate yoldia,Common name
79316,Atlantic awningclam,English
79317,boreal awningclam,English
79319,West Indian awningclam,English
79320,grand awningclam,English
79321,gutless awningclam,English
79322,Pacific awningclam,English
79328,glacial bathyark,English
79329,comb bathyark,English
79330,boreal bathyark,English
79331,little-ball bathyark,English
79335,anomalous bathyark,English
79340,transverse ark,English
79342,blood ark,English
79348,incongruous ark,English
79351,skewed ark,English
79353,eared ark,English
79356,cut-ribbed ark,English
79357,triangular ark,English
79361,many-ribbed ark,English
79366,ponderous ark,English
79368,turkey wing,English
79370,mossy ark,English
79377,delicate ark,English
79378,white-beard ark,English
79379,white miniature ark,English
79380,red-brown ark,English
79382,baily miniature ark,Common name
79384,cancellate ark,English
79403,Akutan limops,English
79405,sulcate limops,English
79406,eared limops,English
79407,minute limops,English
79408,Antillean limops,English
79409,crested limops,English
79419,san diego limops,Common name
79424,california bittersweet,Common name
79425,cortez bittersweet,Common name
79426,commarginal bittersweet,English
79427,northern bittersweet,English
79428,comb bittersweet,English
79430,giant bittersweet,English
79431,decussate bittersweet,English
79432,bermuda bittersweet,Common name
79433,spectral bittersweet,English
79434,wavy bittersweet,English
79440,minute nucinellid,English
79444,hairy philobrya,English
79449,caribbean philobrya,Common name
79454,blue mussel,English
79455,California mussel,English
79456,Mediterranean mussel,English
79459,cross-sculpture crenella,English
79460,lea crenella,Common name
79461,glandular crenella,English
79462,bean crenella,English
79463,spreading-sculpture crenella,Common name
79464,fragile crenella,English
79465,little-comb crenella,English
79466,joking crenella,English
79468,partly-sculptured crenella,Common name
79470,british columbia crenella,Common name
79473,black mussel,English
79475,discordant mussel,English
79479,corrugate mussel,Common name
79481,varnished mussel,Common name
79483,spotted mussel,English
79485,pygmy mussel,Common name
79487,lateral mussel,English
79493,knife mussel,Common name
79494,taylor mussel,Common name
79497,Pacific glassy-mussel,English
79498,Arctic glassy-mussel,English
79499,elegant mussel,Common name
79501,northern horsemussel,English
79505,straight horsemussel,English
79506,American horsemussel,English
79509,fat horsemussel,English
79510,neglected horsemussel,English
79511,California horsemussel,English
79512,eisen horsemussel,Common name
79513,fan horsemussel,English
79514,Kurile horsemussel,English
79515,bag horsemussel,English
79519,scorched mussel,English
79520,yellow mussel,English
79523,Santo Domingo mussel,English
79525,Adams mussel,English
79529,Atlantic papermussel,English
79530,arrow papermussel,English
79532,polished papermussel,English
79533,pallid papermussel,Common name
79535,California datemussel,English
79536,San Diego datemussel,English
79537,curved datemussel,Common name
79540,coral-eating mussel,English
79541,Chenu mussel,English
79543,chestnut mussel,English
79546,mahogany datemussel,Common name
79547,scissor datemussel,English
79548,giant datemussel,English
79549,black datemussel,English
79550,feather datemussel,English
79552,kelsey datemussel,English
79553,rogers datemussel,Common name
79555,ribbed-mussel,English
79561,hooked mussel,English
79567,cinnamon mussel,English
79574,bifurcate mussel,English
79577,green mussel,English
79580,half-naked penshell,English
79581,sawtooth penshell,English
79582,stiff penshell,English
79583,Oldroyd penshell,English
79586,amber penshell,English
79587,rough penshell,Common name
79593,Atlantic pearl-oyster,English
79595,Atlantic wing-oyster,English
79596,scaly wing-oyster,English
79598,glassy wing-oyster,English
79601,radial purse-oyster,English
79602,flat tree-oyster,English
79603,bicolor purse-oyster,English
79604,thin purse-oyster,English
79610,Caribbean hammer-oyster,English
79613,spiny scallop,English
79617,reddish scallop,English
79619,Iceland scallop,English
79626,Benedict scallop,English
79631,scaly scallop,English
79633,Jordan scallop,English
79636,Lowe scallop,English
79637,Mildred scallop,English
79638,many-ribbed scallop,English
79641,ornate scallop,English
79648,knobby scallop,English
79649,white scallop,English
79652,Bering scallop,English
79660,dwarf glass-scallop,English
79661,shingle glass-scallop,English
79666,Catalina glass-scallop,English
79668,alaska glass-scallop,Common name
79671,Santa Barbara glass-scallop,English
79674,Ringnes glass-scallop,English
79675,costate glass-scallop,English
79682,Ravenel scallop,English
79684,zigzag scallop,English
79685,dwarf zigzag scallop,English
79686,San Diego scallop,English
79691,Randolph scallop,English
79693,Vancouver scallop,English
79695,vitreous scallop,English
79708,rough scallop,English
79711,red-ribbed scallop,English
79712,lined scallop,English
79715,thistle scallop,English
79718,sea scallop,English
79721,netted scallop,English
79724,striate scallop,English
79726,delicate scallop,English
79727,shingle scallop,English
79728,ringnes scallop,Common name
79729,wavy scallop,Common name
79731,paper scallop,English
79734,Atlantic calico scallop,English
79737,bay scallop,English
79739,bay scallop,English
79742,nucleus scallop,English
79745,lined scallop,English
79747,lions-paw scallop,English
79748,clouded scallop,English
79750,kelp scallop,English
79757,weathervane scallop,English
79761,Greenland scallop,English
79763,giant rock scallop,English
79765,spathate scallop,English
79768,Antillean scallop,English
79771,lions-paw scallop,English
79776,Atlantic kittenpaw,English
79779,Atlantic thorny oyster,English
79780,digitate thorny oyster,English
79783,silver dimyid,English
79784,coral dimyid,Common name
79785,California dimyid,English
79787,goreau dimyid,Common name
79789,starck dimyid,Common name
79792,alaska jingle,Common name
79793,pacific false jingle,Common name
79794,Atlantic falsejingle,English
79795,brown falsejingle,English
79798,common jingle,English
79799,prickly jingle,English
79801,Peruvian jingle,English
79815,antillean fileclam,Common name
79816,skewed fileclam,English
79819,rough fileclam,English
79820,spiny fileclam,English
79822,excavated fileclam,English
79823,smooth fileclam,English
79824,subovate fileclam,Common name
79825,subovate fileclam,English
79827,Arctic fileclam,English
79828,small-ear fileclam,English
79829,bristly fileclam,English
79830,regular fileclam,English
79831,attenuate fileclam,English
79832,confusing fileclam,English
79833,minute fileclam,English
79834,hyaline fileclam,English
79835,Saturna fileclam,English
79836,vancouver fileclam,Common name
79838,dwarf fileclam,English
79840,Hemphill fileclam,English
79845,miniature glass-scallop,Common name
79849,cancellate glass-scallop,English
79850,Holmes glass-scallop,English
79851,Pourtales glass-scallop,English
79863,deepsea oyster,English
79865,mcginty oyster,Common name
79868,Pacific oyster,English
79872,eastern oyster,English
79883,Olympia oyster,English
79885,edible oyster,English
79896,crested oyster,Common name
79897,crested oyster,English
79900,threaded oyster,English
79902,frond oyster,English
79905,sponge oyster,English
79910,glass scallop,English
79916,slippershell mussel,English
79917,dwarf wedgemussel,English
79918,elktoe,English
79919,triangle floater,English
79920,brook floater,English
79921,Altamaha arcmussel,English
79923,Coosa elktoe,English
79924,Appalachian elktoe,English
79925,southern elktoe,English
79926,Ochlockonee arcmussel,English
79928,Cumberland elktoe,English
79929,Carolina elktoe,English
79931,Yukon floater,English
79933,eastern floater,English
79934,Newfoundland floater,English
79935,Gaspe floater,English
79936,giant floater,English
79940,paper pondshell,English
79941,alewife floater,English
79942,western floater,English
79943,winged floater,English
79944,California floater,English
79945,flat floater,English
79946,barrel floater,English
79947,woebegone floater,English
79948,inflated floater,English
79949,Oregon floater,English
79950,Florida floater,English
79952,eastern elliptio,English
79953,spike,English
79954,delicate spike,English
79956,Chipola slabshell,English
79957,Carolina slabshell,English
79958,elephantear,English
79959,Georgia elephantear,English
79960,brother spike,English
79961,Altamaha slabshell,English
79962,variable spike,English
79963,flat spike,English
79964,yellow lance,English
79965,Cape Fear spike,English
79966,winged spike,English
79968,Altamaha lance,English
79969,Altamaha spinymussel,English
79970,Waccamaw spike,English
79972,southern lance,English
79973,Carolina lance,English
79974,Alabama spike,English
79975,Florida shiny spike,English
79976,box spike,English
79977,Satilla elephantear,English
79978,northern lance,English
79979,pod lance,English
79980,fluted elephant-ear,English
79981,Atlantic spike,English
79982,Carolina spike,English
79983,Roanoke slabshell,English
79984,Tar spinymussel,English
79985,Florida lance,English
79987,pocketbook,English
79991,yellow lampmussel,English
79992,wavyrayed lampmussel,English
79994,eastern lampmussel,English
79995,eastern lampmussel,English
79997,finelined pocketbook,English
79998,southern sandshell,English
79999,lined pocketbook,English
80000,Texas fatmucket,English
80001,Altamaha pocketbook,English
80003,Haddleton lampmussel,English
80004,Louisiana fatmucket,English
80005,pink mucket pearly mussel,English
80006,yellow sandshell,English
80008,Alabama lampmussel,English
80009,rough fatmucket,English
80010,rough fatmucket,English
80011,southern fatmucket,English
80013,speckled pocketbook,English
80014,shinyrayed pocketbook,English
80015,pink mucket,English
80016,plain pocketbook,English
80017,Waccamaw fatmucket,English
80018,Higgins' eye pearly mussel,English
80019,southern pocketbook,English
80020,orangenacre mucket,English
80021,Arkansas fatmucket,English
80022,Neosho mucket,English
80023,Arkansas broken-ray,English
80024,Arkansas broken-ray,English
80025,Ozark broken-ray,English
80026,northern broken-ray,English
80027,sandbank pocketbook,English
80028,fatmucket,English
80030,rayed pink fatmucket,English
80033,western ridged mussel,English
80035,three-ridge,English
80036,three-ridge,English
80037,roundlake,English
80038,fat threeridge,English
80041,Wabash pigtoe,English
80042,Texas pigtoe,English
80043,Tennessee pigtoe,English
80044,shiny pigtoe,English
80045,fine-rayed pigtoe,English
80046,ebonyshell,English
80047,narrow pigtoe,English
80048,triangle pigtoe,English
80049,Atlantic pigtoe,English
80050,Ozark pigtoe,English
80051,longsolid,English
80056,purple pigtoe,English
80058,southern pigtoe,English
80060,mapleleaf,English
80062,pimpleback,English
80063,pimpleback,English
80064,western pimpleback,English
80065,stirrupshell,English
80066,golden orb,English
80067,rabbitsfoot,English
80068,rabbitsfoot,English
80069,rough rabbitsfoot,English
80070,Cumberland monkeyface pearly mussel,English
80071,monkeyface,English
80072,wartyback,English
80073,southern mapleleaf,English
80074,Alabama orb,English
80075,winged mapleleaf mussel,English
80077,Rio Grande monkeyface,English
80078,smooth pimpleback,English
80079,Texas pimpleback,English
80080,purple pimpleback,English
80081,ridged mapleleaf,English
80082,Appalachian monkeyface pearly mussel,English
80083,rough rockshell,English
80085,purple wartyback,English
80087,round pigtoe,English
80089,highnut,English
80090,hazel pigtoe,English
80091,painted clubshell,English
80092,clubshell,English
80093,Virginia spinymussel,English
80094,Ohio pigtoe,English
80096,Curtus' mussel,English
80097,southern clubshell,English
80098,yellow pigtoe,English
80099,dark pigtoe,English
80100,southern pigtoe,English
80101,Georgia pigtoe,English
80102,Alabama pigtoe,English
80103,Marshall's mussel,English
80105,Coosa pigtoe,English
80106,longnut,English
80107,Tennessee clubshell,English
80111,oval pigtoe,English
80112,Warrior pigtoe,English
80113,fuzzy pigtoe,English
80114,Alabama clubshell,English
80115,true pigtoe,English
80117,brown pigtoe,English
80120,ovate clubshell,English
80125,Mississippi pigtoe,English
80126,Scioto pigtoe,English
80127,Cumberland pigtoe mussel,English
80128,Louisiana pigtoe,English
80129,Judge Tait's mussel,English
80130,rough pigtoe,English
80132,pyramid pigtoe,English
80135,white heelsplitter,English
80136,white heelsplitter,English
80138,creek heelsplitter,English
80139,flutedshell,English
80140,Carolina heelsplitter,English
80141,Tennessee heelsplitter,English
80142,green floater,English
80145,salamander mussel,English
80148,cylindrical papershell,English
80149,rayed creekshell,English
80151,creeper,English
80154,southern creekmussel,English
80156,Alabama creekmussel,English
80158,kidneyshell,English
80159,triangular kidneyshell,English
80160,southern kidneyshell,English
80161,Ouachita kidneyshell,English
80162,fluted kidneyshell,English
80164,threehorn wartyback,English
80166,fawnsfoot,English
80167,deertoe,English
80168,Texas fawnsfoot,English
80169,Mexican fawnsfoot,English
80173,hickorynut,English
80174,round hickorynut,English
80175,ring pink mussel,English
80178,round ebonyshell,English
80179,Alabama hickorynut,English
80180,southern hickorynut,English
80182,fragile papershell,English
80185,scaleshell,English
80186,tidewater mucket,English
80192,pheasantshell,English
80193,mucket,English
80195,eastern pondmussel,English
80196,black sandshell,English
80199,pondmussel,English
80201,rayed bean,English
80202,rainbow,English
80203,Florida rainbow,English
80205,Choctaw bean,English
80206,notched rainbow,English
80207,eastern creekshell,English
80208,little spectaclecase,English
80209,Alabama rainbow,English
80210,Kentucky creekshell,English
80211,painted creekshell,English
80212,Cumberland bean,English
80213,mountain creekshell,English
80214,mountain creekshell,English
80215,Coosa creekshell,English
80216,southern rainbow,English
80217,downy rainbow,English
80218,Ouachita creekshell,English
80219,purple bean,English
80220,Carolina creekshell,English
80227,white wartyback pearly mussel,English
80228,orangefoot pimpleback,English
80229,sheepnose,English
80231,bankclimber,English
80233,pondhorn,English
80234,Florida pondhorn,English
80235,tapered pondhorn,English
80236,polished pondhorn,English
80237,southern pondhorn,English
80239,rock pocketbook,English
80241,Ouachita rock pocketbook,English
80243,Tampico pearly mussel,English
80245,dromedary pearly mussel,English
80250,butterfly,English
80253,round pearlshell,English
80255,birdwing pearly mussel,English
80257,slabside pearly mussel,English
80260,Virginia pigtoe,English
80262,Alabama moccasinshell,English
80263,Cumberland moccasinshell,English
80264,Tombigbee moccasinshell,English
80265,Coosa moccasinshell,English
80266,Gulf moccasinshell,English
80267,Ochlockonee moccasinshell,English
80268,Suwannee moccasinshell,English
80271,Texas hornshell,English
80273,western fanshell,English
80277,fanshell,English
80279,washboard,English
80280,round washboard,English
80282,pink heelsplitter,English
80284,fat pocketbook,English
80286,Texas heelsplitter,English
80287,inflated heelsplitter,English
80288,pink papershell,English
80289,bleufer,English
80293,pistolgrip,English
80295,ellipse,English
80296,bleedingtooth mussel,English
80298,purple bankclimber,English
80300,sugarspoon,English
80302,angled riffleshell,English
80304,Cumberlandian combshell,English
80306,oyster mussel,English
80308,leafshell,English
80310,yellow blossom,English
80312,yellow blossom pearly mussel,English
80313,Curtis' pearly mussel,English
80314,tan riffleshell,English
80315,acornshell,English
80317,narrow catspaw,English
80319,forkshell,English
80321,upland combshell,English
80323,catspaw,English
80324,catspaw,English
80325,white catspaw,English
80328,southern acornshell,English
80329,southern combshell,English
80331,round combshell,English
80333,Tennessee riffleshell,English
80335,Wabash riffleshell,English
80336,Cumberland leafshell,English
80337,tubercled blossom,English
80339,tubercled blossom pearly mussel,English
80341,green-blossom pearly mussel,English
80343,northern riffleshell,English
80345,snuffbox,English
80347,turgid blossom pearly mussel,English
80350,cracking pearly mussel,English
80352,little-wing pearly mussel,English
80355,tapered pigtoe,English
80356,sculptured pigtoe,English
80357,false spike,English
80360,southern purple lilliput,English
80361,pale lilliput pearly mussel,English
80362,purple lilliput,English
80363,western lilliput,English
80364,lilliput,English
80366,iridescent lilliput,English
80367,Savannah lilliput,English
80369,Texas lilliput,English
80371,eastern pearlshell,English
80372,western pearlshell,English
80373,Louisiana pearlshell,English
80374,Alabama pearlshell,English
80376,spectaclecase,English
80378,Salina mucket,English
80387,fine-line lucine,English
80388,many-line lucine,English
80391,three-ridge lucine,Common name
80392,beaked lucine,English
80398,western ringed lucina,Common name
80399,northeast lucine,Common name
80403,Blake lucine,English
80406,equal-zone lucine,Common name
80411,thick lucine,English
80415,woven lucine,Common name
80417,spinose lucine,Common name
80419,nuttall lucine,Common name
80422,bermuda lucine,Common name
80423,dosinia lucine,English
80427,lens lucine,English
80429,lamellate lucine,Common name
80430,compressed lucine,English
80431,arrow lucine,English
80434,buttercup lucine,English
80436,chalky buttercup lucine,English
80443,miniature lucine,Common name
80446,sombrero lucine,Common name
80447,four-rib lucine,Common name
80448,four-rib lucine,English
80450,pennsylvania lucine,Common name
80452,Pennsylvania lucine,English
80454,excavated lucina,Common name
80459,cross-hatched lucine,Common name
80462,dentate lucine,English
80468,costate lucine,Common name
80470,tiger lucine,English
80471,Cuba lucine,English
80475,dwarf tiger lucine,English
80479,little-comb lucine,English
80487,California lucine,English
80490,pit lucine,Common name
80492,florida lucine,Common name
80496,circle axinopsid,English
80497,inflated axinopsid,English
80500,lenticular axinopsid,English
80501,orbicular axinopsid,English
80505,green axinopsid,Common name
80506,heart axinopsid,English
80512,flexuose cleftclam,English
80519,swan cleftclam,Common name
80520,equal cleftclam,English
80525,Atlantic cleftclam,English
80528,reddish cleftclam,Common name
80534,santa barbara cleftclam,Common name
80535,cut-off cleftclam,English
80537,simple cleftclam,English
80543,short cleftclam,Common name
80546,rotund cleftclam,English
80548,gould cleftclam,Common name
80550,mya cleftclam,Common name
80551,granulose cleftclam,English
80555,minute axinopsid,English
80557,carey axinopsid,Common name
80558,redondo axinopsid,Common name
80560,giant cleftclam,English
80562,disjunct cleftclam,Common name
80571,orb diplodon,English
80573,Aleutian diplodon,English
80574,pimpled diplodon,English
80577,sister diplodon,English
80578,Atlantic diplodon,English
80580,Cande diplodon,English
80581,marked diplodon,English
80582,nut diplodon,English
80583,subglobose diplodon,English
80584,Venezuela diplodon,English
80586,inflated diplodon,English
80588,rough diplodon,English
80593,flat diplodon,English
80602,equal diplodon,Common name
80605,Florida marshclam,English
80612,pacific lepton,Common name
80613,reddish lepton,English
80615,periscope erycina,English
80616,rectangular erycina,English
80617,lined erycina,English
80618,ball erycina,Common name
80619,crown erycina,Common name
80623,La Perouse kellyclam,English
80624,suborbicular kellyclam,English
80630,squillaclam,English
80632,broad lepton,English
80635,compressed montacutid,English
80636,wrinkled montacutid,English
80637,giant montacutid,Common name
80643,graceful lepton,English
80647,cuneate montacutid,English
80652,compressed mysella,Common name
80653,robust mysella,Common name
80654,aleutian mysella,Common name
80655,flat mysella,English
80656,bering sea mysella,Common name
80660,eliptical mysella,Common name
80661,plate mysella,English
80663,ovate mysella,English
80664,San Pedro mysella,English
80666,pure mysella,English
80667,dirty mysella,English
80668,scratched mysella,English
80669,triangular mysella,English
80671,boreal kellyclam,English
80675,dawson montacutid,Common name
80678,limpid montacutid,Common name
80679,much-compressed montacutid,English
80682,arctic montacutid,Common name
80684,Texas aligena,English
80685,eastern aligena,English
80686,san diego aligena,Common name
80691,leptosynapta montacutid,English
80693,trigonal montacutid,English
80696,baker montacutid,Common name
80699,chiton clam,English
80702,Atlantic galeommatid,English
80704,sea-cucumber galeommatid,English
80707,Orcutt nakedclam,English
80711,minute turton,English
80712,western turton,English
80716,elliptical sportella,English
80718,corbula sportella,English
80722,square sportella,English
80724,pilsbry sportella,Common name
80726,textured sportella,English
80728,tube sportella,Common name
80730,planktonic sportellid,English
80734,stout cyclocardia,English
80738,many-rib cyclocardia,English
80740,Aleutian cyclocardia,English
80741,cut cyclocardia,English
80742,thick cyclocardia,English
80744,northern cyclocardia,English
80746,Gould cyclocardia,English
80747,bracelet cyclocardia,Common name
80748,New England cyclocardia,English
80750,Santa Barbara cyclocardia,English
80756,rjabinina cyclocardia,Common name
80758,bumpy cyclocardia,English
80759,ovate cyclocardia,English
80761,elongate carditid,English
80770,Santo Domingo carditid,English
80771,Carpenter carditid,English
80774,threetooth carditid,English
80776,armlet carditid,English
80777,flattened carditid,Common name
80778,flattened carditid,English
80781,broad-ribbed carditid,English
80784,thick carditid,Common name
80786,Kelsey pouchclam,English
80787,tiny pouchclam,English
80792,bernard condylclam,Common name
80793,tiny condylclam,English
80795,trigonal condylclam,English
80798,polar astarte,Common name
80799,compact astarte,English
80800,wavy-line astarte,English
80801,smooth astarte,English
80804,crenulate astarte,English
80811,wavy astarte,English
80812,elliptical astarte,English
80814,squarish astarte,Common name
80817,dwarf astarte,English
80818,smith astarte,Common name
80821,willett astarte,Common name
80823,strange astarte,Common name
80825,alaska tridonta,Common name
80827,arctic tridonta,Common name
80828,bennett tridonta,Common name
80830,boreal tridonta,Common name
80831,boreal astarte,English
80835,filatova tridonta,Common name
80836,montagu tridonta,Common name
80837,narrow-hinge astarte,English
80845,rolland tridonta,Common name
80847,varnished tridonta,Common name
80848,varnished astarte,English
80851,lunate crassinella,English
80853,Martinique crassinella,English
80854,Pacific crassinella,English
80856,beautiful crassatella,English
80859,wavy crassatella,English
80867,hairy cockle,English
80873,Nuttall cockle,English
80875,strait cockle,Common name
80876,Aleutian cockle,English
80877,low-rib cockle,English
80879,Greenland smoothcockle,English
80880,broad smoothcockle,English
80883,hundred-line cockle,English
80884,lovely micro-cockle,English
80886,dyed micro-cockle,English
80888,transverse micro-cockle,English
80891,yellow eggcockle,English
80892,eggcockle,English
80894,painted eggcockle,English
80896,delicate eggcockle,English
80897,Pacific eggcockle,English
80898,giant eggcockle,English
80900,northern dwarf cockle,English
80904,elegant dwarf cockle,English
80907,yellow pricklycockle,English
80908,Florida pricklycockle,English
80909,magnum pricklycockle,English
80910,spiny pricklycockle,English
80911,even pricklycockle,Common name
80913,Atlantic giant cockle,English
80915,spiny papercockle,English
80917,frilled papercockle,English
80919,Guppy strawberry-cockle,English
80920,Atlantic strawberry-cockle,English
80921,western strawberry-cockle,English
80934,antillean cockle,Common name
80944,Atlantic surfclam,English
80947,hooked surfclam,English
80951,flat surfclam,English
80952,dish surfclam,English
80953,Hemphill surfclam,English
80955,fat gaper,English
80957,lost gaper,English
80959,dwarf surfclam,English
80960,Clery surfclam,English
80962,Atlantic rangia,English
80963,brown rangia,English
80965,smooth duckclam,English
80968,fragile surfclam,English
80970,bent surfclam,English
80971,California surfclam,English
80972,hatchet surfclam,English
80974,channeled duckclam,English
80975,Pacific duckclam,English
80981,winged surfclam,English
80983,Arctic surfclam,English
80995,concentric ervilia,English
80999,shining ervilia,English
81002,subcancellate ervilia,English
81004,Arctic wedgeclam,English
81005,gilded wedgeclam,English
81008,Pacific razor,English
81009,Alaska razor,English
81010,sloat razor,Common name
81012,Atlantic razor,English
81013,rough razor,English
81014,transparent razor,English
81016,sickle jackknife,English
81017,green jackknife,English
81019,rosy jackknife,English
81020,oblique jackknife clam,English
81022,Atlantic jackknife,English
81023,minor jackknife,English
81027,California jackknife,English
81035,chalky macoma,English
81036,beveled macoma,English
81037,heavy macoma,English
81038,sleek macoma,English
81039,Middendorff macoma,English
81040,oval macoma,English
81041,flat macoma,English
81044,thick macoma,English
81045,inflated macoma,English
81046,Aleutian macoma,English
81047,yoldia macoma,English
81048,Charlotte macoma,English
81049,expanded macoma,English
81050,bent-nose macoma,English
81051,pointed macoma,English
81052,baltic macoma,Common name
81053,white-sand macoma,English
81054,Matagorda macoma,English
81055,elongate macoma,English
81056,constricted macoma,English
81057,tagelus macoma,English
81058,delta macoma,English
81060,short macoma,English
81061,waxy macoma,English
81062,slender macoma,English
81063,cheating macoma,English
81064,mera macoma,Common name
81066,triangular macoma,English
81068,little-file macoma,English
81069,morsel macoma,English
81070,lepton macoma,Common name
81072,indented macoma,English
81073,rightwing macoma,English
